ExtCode	DetCode	ResCode	ResName
024	01	001	ALDRIN
002	01	001	ALDRIN
102	01	001	ALDRIN
101	01	001	ALDRIN
056	01	001	ALDRIN
055	01	001	ALDRIN
047	01	001	ALDRIN
045	01	001	ALDRIN
042	01	001	ALDRIN
038	01	001	ALDRIN
037	01	001	ALDRIN
034	01	001	ALDRIN
033	01	001	ALDRIN
104	01	001	ALDRIN
029	01	001	ALDRIN
105	01	001	ALDRIN
017	01	001	ALDRIN
015	01	001	ALDRIN
012	01	001	ALDRIN
011	01	001	ALDRIN
010	01	001	ALDRIN
009	01	001	ALDRIN
008	01	001	ALDRIN
007	01	001	ALDRIN
006	01	001	ALDRIN
005	01	001	ALDRIN
004	01	001	ALDRIN
003	01	001	ALDRIN
030	01	001	ALDRIN
631	01	001	ALDRIN
103	01	001	ALDRIN
001	01	001	ALDRIN
628	01	001	ALDRIN
470	01	001	ALDRIN
111	01	001	ALDRIN
110	01	001	ALDRIN
109	01	001	ALDRIN
106	01	001	ALDRIN
024	05	001	ALDRIN
002	05	001	ALDRIN
102	05	001	ALDRIN
101	05	001	ALDRIN
056	05	001	ALDRIN
055	05	001	ALDRIN
047	05	001	ALDRIN
045	05	001	ALDRIN
042	05	001	ALDRIN
038	05	001	ALDRIN
037	05	001	ALDRIN
034	05	001	ALDRIN
033	05	001	ALDRIN
104	05	001	ALDRIN
029	05	001	ALDRIN
105	05	001	ALDRIN
017	05	001	ALDRIN
015	05	001	ALDRIN
012	05	001	ALDRIN
011	05	001	ALDRIN
010	05	001	ALDRIN
009	05	001	ALDRIN
008	05	001	ALDRIN
007	05	001	ALDRIN
006	05	001	ALDRIN
005	05	001	ALDRIN
004	05	001	ALDRIN
003	05	001	ALDRIN
030	05	001	ALDRIN
631	05	001	ALDRIN
103	05	001	ALDRIN
001	05	001	ALDRIN
628	05	001	ALDRIN
470	05	001	ALDRIN
111	05	001	ALDRIN
110	05	001	ALDRIN
109	05	001	ALDRIN
106	05	001	ALDRIN
024	23	001	ALDRIN
002	23	001	ALDRIN
102	23	001	ALDRIN
101	23	001	ALDRIN
056	23	001	ALDRIN
055	23	001	ALDRIN
047	23	001	ALDRIN
045	23	001	ALDRIN
042	23	001	ALDRIN
038	23	001	ALDRIN
037	23	001	ALDRIN
034	23	001	ALDRIN
033	23	001	ALDRIN
104	23	001	ALDRIN
029	23	001	ALDRIN
105	23	001	ALDRIN
017	23	001	ALDRIN
015	23	001	ALDRIN
012	23	001	ALDRIN
011	23	001	ALDRIN
010	23	001	ALDRIN
009	23	001	ALDRIN
008	23	001	ALDRIN
007	23	001	ALDRIN
006	23	001	ALDRIN
005	23	001	ALDRIN
004	23	001	ALDRIN
003	23	001	ALDRIN
030	23	001	ALDRIN
631	23	001	ALDRIN
103	23	001	ALDRIN
001	23	001	ALDRIN
628	23	001	ALDRIN
470	23	001	ALDRIN
111	23	001	ALDRIN
110	23	001	ALDRIN
109	23	001	ALDRIN
106	23	001	ALDRIN
024	45	001	ALDRIN
002	45	001	ALDRIN
102	45	001	ALDRIN
101	45	001	ALDRIN
056	45	001	ALDRIN
055	45	001	ALDRIN
047	45	001	ALDRIN
045	45	001	ALDRIN
042	45	001	ALDRIN
038	45	001	ALDRIN
037	45	001	ALDRIN
034	45	001	ALDRIN
033	45	001	ALDRIN
104	45	001	ALDRIN
029	45	001	ALDRIN
105	45	001	ALDRIN
017	45	001	ALDRIN
015	45	001	ALDRIN
012	45	001	ALDRIN
011	45	001	ALDRIN
010	45	001	ALDRIN
009	45	001	ALDRIN
008	45	001	ALDRIN
007	45	001	ALDRIN
006	45	001	ALDRIN
005	45	001	ALDRIN
004	45	001	ALDRIN
003	45	001	ALDRIN
030	45	001	ALDRIN
631	45	001	ALDRIN
103	45	001	ALDRIN
001	45	001	ALDRIN
628	45	001	ALDRIN
470	45	001	ALDRIN
111	45	001	ALDRIN
110	45	001	ALDRIN
109	45	001	ALDRIN
106	45	001	ALDRIN
017	01	002	ALLETHRIN
628	01	002	ALLETHRIN
111	01	002	ALLETHRIN
106	01	002	ALLETHRIN
103	01	002	ALLETHRIN
045	01	002	ALLETHRIN
631	01	002	ALLETHRIN
038	01	002	ALLETHRIN
015	01	002	ALLETHRIN
012	01	002	ALLETHRIN
009	01	002	ALLETHRIN
006	01	002	ALLETHRIN
003	01	002	ALLETHRIN
042	01	002	ALLETHRIN
017	46	002	ALLETHRIN
628	46	002	ALLETHRIN
111	46	002	ALLETHRIN
106	46	002	ALLETHRIN
103	46	002	ALLETHRIN
045	46	002	ALLETHRIN
631	46	002	ALLETHRIN
038	46	002	ALLETHRIN
015	46	002	ALLETHRIN
012	46	002	ALLETHRIN
009	46	002	ALLETHRIN
006	46	002	ALLETHRIN
003	46	002	ALLETHRIN
042	46	002	ALLETHRIN
009	05	004	ARAMITE
008	05	004	ARAMITE
015	05	004	ARAMITE
038	05	004	ARAMITE
110	05	004	ARAMITE
111	05	004	ARAMITE
026	46	007	BIPHENYL
009	46	007	BIPHENYL
629	46	007	BIPHENYL
015	46	007	BIPHENYL
025	46	007	BIPHENYL
027	46	007	BIPHENYL
038	46	007	BIPHENYL
045	46	007	BIPHENYL
050	46	007	BIPHENYL
628	46	007	BIPHENYL
008	46	007	BIPHENYL
017	46	007	BIPHENYL
631	46	007	BIPHENYL
631	01	011	CAPTAN
103	01	011	CAPTAN
056	01	011	CAPTAN
038	01	011	CAPTAN
017	01	011	CAPTAN
111	01	011	CAPTAN
012	01	011	CAPTAN
628	01	011	CAPTAN
050	01	011	CAPTAN
042	01	011	CAPTAN
009	01	011	CAPTAN
003	01	011	CAPTAN
045	01	011	CAPTAN
015	01	011	CAPTAN
631	05	011	CAPTAN
103	05	011	CAPTAN
056	05	011	CAPTAN
038	05	011	CAPTAN
017	05	011	CAPTAN
111	05	011	CAPTAN
012	05	011	CAPTAN
628	05	011	CAPTAN
050	05	011	CAPTAN
042	05	011	CAPTAN
009	05	011	CAPTAN
003	05	011	CAPTAN
045	05	011	CAPTAN
015	05	011	CAPTAN
631	23	011	CAPTAN
103	23	011	CAPTAN
056	23	011	CAPTAN
038	23	011	CAPTAN
017	23	011	CAPTAN
111	23	011	CAPTAN
012	23	011	CAPTAN
628	23	011	CAPTAN
050	23	011	CAPTAN
042	23	011	CAPTAN
009	23	011	CAPTAN
003	23	011	CAPTAN
045	23	011	CAPTAN
015	23	011	CAPTAN
631	45	011	CAPTAN
103	45	011	CAPTAN
056	45	011	CAPTAN
038	45	011	CAPTAN
017	45	011	CAPTAN
111	45	011	CAPTAN
012	45	011	CAPTAN
628	45	011	CAPTAN
050	45	011	CAPTAN
042	45	011	CAPTAN
009	45	011	CAPTAN
003	45	011	CAPTAN
045	45	011	CAPTAN
015	45	011	CAPTAN
031	03	012	CARBON DISULFIDE
031	01	013	CARBON TETRACHLORIDE
041	01	013	CARBON TETRACHLORIDE
015	01	015	CHLOROBENZILATE
038	01	015	CHLOROBENZILATE
103	01	015	CHLOROBENZILATE
009	01	015	CHLOROBENZILATE
003	01	015	CHLOROBENZILATE
470	01	015	CHLOROBENZILATE
631	01	015	CHLOROBENZILATE
628	01	015	CHLOROBENZILATE
111	01	015	CHLOROBENZILATE
015	05	015	CHLOROBENZILATE
038	05	015	CHLOROBENZILATE
103	05	015	CHLOROBENZILATE
009	05	015	CHLOROBENZILATE
003	05	015	CHLOROBENZILATE
470	05	015	CHLOROBENZILATE
631	05	015	CHLOROBENZILATE
628	05	015	CHLOROBENZILATE
111	05	015	CHLOROBENZILATE
015	40	015	CHLOROBENZILATE
038	40	015	CHLOROBENZILATE
103	40	015	CHLOROBENZILATE
009	40	015	CHLOROBENZILATE
003	40	015	CHLOROBENZILATE
470	40	015	CHLOROBENZILATE
631	40	015	CHLOROBENZILATE
628	40	015	CHLOROBENZILATE
111	40	015	CHLOROBENZILATE
015	43	015	CHLOROBENZILATE
038	43	015	CHLOROBENZILATE
103	43	015	CHLOROBENZILATE
009	43	015	CHLOROBENZILATE
003	43	015	CHLOROBENZILATE
470	43	015	CHLOROBENZILATE
631	43	015	CHLOROBENZILATE
628	43	015	CHLOROBENZILATE
111	43	015	CHLOROBENZILATE
015	45	015	CHLOROBENZILATE
038	45	015	CHLOROBENZILATE
103	45	015	CHLOROBENZILATE
009	45	015	CHLOROBENZILATE
026	45	044	HEPTACHLOR
027	45	044	HEPTACHLOR
030	45	044	HEPTACHLOR
033	45	044	HEPTACHLOR
017	45	044	HEPTACHLOR
038	45	044	HEPTACHLOR
010	45	044	HEPTACHLOR
045	45	044	HEPTACHLOR
048	45	044	HEPTACHLOR
055	45	044	HEPTACHLOR
056	45	044	HEPTACHLOR
034	45	044	HEPTACHLOR
015	45	044	HEPTACHLOR
011	45	044	HEPTACHLOR
009	45	044	HEPTACHLOR
008	45	044	HEPTACHLOR
007	45	044	HEPTACHLOR
006	45	044	HEPTACHLOR
005	45	044	HEPTACHLOR
004	45	044	HEPTACHLOR
003	45	044	HEPTACHLOR
002	45	044	HEPTACHLOR
001	45	044	HEPTACHLOR
103	45	044	HEPTACHLOR
012	45	044	HEPTACHLOR
629	45	044	HEPTACHLOR
104	45	044	HEPTACHLOR
105	45	044	HEPTACHLOR
106	45	044	HEPTACHLOR
109	45	044	HEPTACHLOR
110	45	044	HEPTACHLOR
111	45	044	HEPTACHLOR
470	45	044	HEPTACHLOR
631	45	044	HEPTACHLOR
102	45	044	HEPTACHLOR
101	45	044	HEPTACHLOR
040	08	046	MONURON
050	08	046	MONURON
040	17	046	MONURON
050	17	046	MONURON
040	24	046	MONURON
050	24	046	MONURON
631	45	047	"DICOFOL; SEE 253, 254"
628	45	047	"DICOFOL; SEE 253, 254"
101	01	050	LINDANE
048	01	050	LINDANE
049	01	050	LINDANE
050	01	050	LINDANE
055	01	050	LINDANE
111	01	050	LINDANE
047	01	050	LINDANE
056	01	050	LINDANE
102	01	050	LINDANE
103	01	050	LINDANE
104	01	050	LINDANE
105	01	050	LINDANE
106	01	050	LINDANE
045	01	050	LINDANE
110	01	050	LINDANE
017	01	050	LINDANE
470	01	050	LINDANE
628	01	050	LINDANE
631	01	050	LINDANE
109	01	050	LINDANE
010	01	050	LINDANE
026	01	050	LINDANE
001	01	050	LINDANE
002	01	050	LINDANE
003	01	050	LINDANE
004	01	050	LINDANE
005	01	050	LINDANE
006	01	050	LINDANE
007	01	050	LINDANE
030	01	050	LINDANE
009	01	050	LINDANE
042	01	050	LINDANE
011	01	050	LINDANE
012	01	050	LINDANE
015	01	050	LINDANE
027	01	050	LINDANE
033	01	050	LINDANE
034	01	050	LINDANE
037	01	050	LINDANE
038	01	050	LINDANE
008	01	050	LINDANE
029	01	050	LINDANE
101	02	050	LINDANE
048	02	050	LINDANE
049	02	050	LINDANE
050	02	050	LINDANE
055	02	050	LINDANE
111	02	050	LINDANE
047	02	050	LINDANE
056	02	050	LINDANE
102	02	050	LINDANE
103	02	050	LINDANE
104	02	050	LINDANE
105	02	050	LINDANE
106	02	050	LINDANE
045	02	050	LINDANE
110	02	050	LINDANE
017	02	050	LINDANE
470	02	050	LINDANE
628	02	050	LINDANE
631	02	050	LINDANE
109	02	050	LINDANE
010	02	050	LINDANE
026	02	050	LINDANE
001	02	050	LINDANE
002	02	050	LINDANE
003	02	050	LINDANE
004	02	050	LINDANE
005	02	050	LINDANE
006	02	050	LINDANE
007	02	050	LINDANE
030	02	050	LINDANE
009	02	050	LINDANE
042	02	050	LINDANE
011	02	050	LINDANE
012	02	050	LINDANE
015	02	050	LINDANE
027	02	050	LINDANE
033	02	050	LINDANE
034	02	050	LINDANE
037	02	050	LINDANE
038	02	050	LINDANE
008	02	050	LINDANE
029	02	050	LINDANE
101	05	050	LINDANE
048	05	050	LINDANE
049	05	050	LINDANE
050	05	050	LINDANE
055	05	050	LINDANE
111	05	050	LINDANE
047	05	050	LINDANE
056	05	050	LINDANE
102	05	050	LINDANE
103	05	050	LINDANE
104	05	050	LINDANE
105	05	050	LINDANE
106	05	050	LINDANE
045	05	050	LINDANE
110	05	050	LINDANE
017	05	050	LINDANE
470	05	050	LINDANE
628	05	050	LINDANE
631	05	050	LINDANE
109	05	050	LINDANE
010	05	050	LINDANE
026	05	050	LINDANE
001	05	050	LINDANE
002	05	050	LINDANE
003	05	050	LINDANE
004	05	050	LINDANE
005	05	050	LINDANE
006	05	050	LINDANE
007	05	050	LINDANE
030	05	050	LINDANE
009	05	050	LINDANE
042	05	050	LINDANE
011	05	050	LINDANE
012	05	050	LINDANE
015	05	050	LINDANE
027	05	050	LINDANE
033	05	050	LINDANE
034	05	050	LINDANE
037	05	050	LINDANE
038	05	050	LINDANE
008	05	050	LINDANE
029	05	050	LINDANE
101	08	050	LINDANE
048	08	050	LINDANE
049	08	050	LINDANE
050	08	050	LINDANE
055	08	050	LINDANE
111	08	050	LINDANE
047	08	050	LINDANE
056	08	050	LINDANE
102	08	050	LINDANE
103	08	050	LINDANE
104	08	050	LINDANE
105	08	050	LINDANE
106	08	050	LINDANE
045	08	050	LINDANE
110	08	050	LINDANE
017	08	050	LINDANE
470	08	050	LINDANE
628	08	050	LINDANE
631	08	050	LINDANE
109	08	050	LINDANE
010	08	050	LINDANE
026	08	050	LINDANE
001	08	050	LINDANE
002	08	050	LINDANE
003	08	050	LINDANE
004	08	050	LINDANE
005	08	050	LINDANE
006	08	050	LINDANE
007	08	050	LINDANE
030	08	050	LINDANE
009	08	050	LINDANE
042	08	050	LINDANE
011	08	050	LINDANE
012	08	050	LINDANE
015	08	050	LINDANE
027	08	050	LINDANE
033	08	050	LINDANE
034	08	050	LINDANE
037	08	050	LINDANE
038	08	050	LINDANE
008	08	050	LINDANE
029	08	050	LINDANE
101	17	050	LINDANE
048	17	050	LINDANE
049	17	050	LINDANE
050	17	050	LINDANE
055	17	050	LINDANE
111	17	050	LINDANE
047	17	050	LINDANE
056	17	050	LINDANE
102	17	050	LINDANE
103	17	050	LINDANE
104	17	050	LINDANE
105	17	050	LINDANE
106	17	050	LINDANE
045	17	050	LINDANE
110	17	050	LINDANE
017	17	050	LINDANE
470	17	050	LINDANE
628	17	050	LINDANE
631	17	050	LINDANE
109	17	050	LINDANE
010	17	050	LINDANE
026	17	050	LINDANE
001	17	050	LINDANE
002	17	050	LINDANE
003	17	050	LINDANE
004	17	050	LINDANE
005	17	050	LINDANE
006	17	050	LINDANE
007	17	050	LINDANE
030	17	050	LINDANE
009	17	050	LINDANE
042	17	050	LINDANE
011	17	050	LINDANE
012	17	050	LINDANE
015	17	050	LINDANE
027	17	050	LINDANE
033	17	050	LINDANE
034	17	050	LINDANE
037	17	050	LINDANE
038	17	050	LINDANE
008	17	050	LINDANE
029	17	050	LINDANE
101	23	050	LINDANE
048	23	050	LINDANE
049	23	050	LINDANE
050	23	050	LINDANE
055	23	050	LINDANE
111	23	050	LINDANE
047	23	050	LINDANE
056	23	050	LINDANE
102	23	050	LINDANE
103	23	050	LINDANE
104	23	050	LINDANE
105	23	050	LINDANE
106	23	050	LINDANE
045	23	050	LINDANE
110	23	050	LINDANE
017	23	050	LINDANE
470	23	050	LINDANE
628	23	050	LINDANE
631	23	050	LINDANE
109	23	050	LINDANE
010	23	050	LINDANE
026	23	050	LINDANE
001	23	050	LINDANE
002	23	050	LINDANE
003	23	050	LINDANE
004	23	050	LINDANE
005	23	050	LINDANE
006	23	050	LINDANE
007	23	050	LINDANE
030	23	050	LINDANE
009	23	050	LINDANE
042	23	050	LINDANE
011	23	050	LINDANE
012	23	050	LINDANE
015	23	050	LINDANE
027	23	050	LINDANE
033	23	050	LINDANE
034	23	050	LINDANE
037	23	050	LINDANE
038	23	050	LINDANE
008	23	050	LINDANE
029	23	050	LINDANE
101	40	050	LINDANE
048	40	050	LINDANE
049	40	050	LINDANE
050	40	050	LINDANE
055	40	050	LINDANE
111	40	050	LINDANE
047	40	050	LINDANE
056	40	050	LINDANE
102	40	050	LINDANE
103	40	050	LINDANE
104	40	050	LINDANE
105	40	050	LINDANE
106	40	050	LINDANE
045	40	050	LINDANE
110	40	050	LINDANE
017	40	050	LINDANE
470	40	050	LINDANE
628	40	050	LINDANE
631	40	050	LINDANE
109	40	050	LINDANE
010	40	050	LINDANE
026	40	050	LINDANE
001	40	050	LINDANE
002	40	050	LINDANE
003	40	050	LINDANE
004	40	050	LINDANE
005	40	050	LINDANE
006	40	050	LINDANE
007	40	050	LINDANE
030	40	050	LINDANE
009	40	050	LINDANE
042	40	050	LINDANE
011	40	050	LINDANE
012	40	050	LINDANE
015	40	050	LINDANE
027	40	050	LINDANE
033	40	050	LINDANE
034	40	050	LINDANE
037	40	050	LINDANE
038	40	050	LINDANE
008	40	050	LINDANE
029	40	050	LINDANE
101	43	050	LINDANE
048	43	050	LINDANE
049	43	050	LINDANE
050	43	050	LINDANE
055	43	050	LINDANE
111	43	050	LINDANE
047	43	050	LINDANE
056	43	050	LINDANE
102	43	050	LINDANE
103	43	050	LINDANE
104	43	050	LINDANE
105	43	050	LINDANE
106	43	050	LINDANE
045	43	050	LINDANE
110	43	050	LINDANE
017	43	050	LINDANE
470	43	050	LINDANE
628	43	050	LINDANE
631	43	050	LINDANE
109	43	050	LINDANE
010	43	050	LINDANE
026	43	050	LINDANE
001	43	050	LINDANE
002	43	050	LINDANE
003	43	050	LINDANE
004	43	050	LINDANE
005	43	050	LINDANE
006	43	050	LINDANE
007	43	050	LINDANE
030	43	050	LINDANE
009	43	050	LINDANE
042	43	050	LINDANE
011	43	050	LINDANE
012	43	050	LINDANE
015	43	050	LINDANE
027	43	050	LINDANE
033	43	050	LINDANE
034	43	050	LINDANE
037	43	050	LINDANE
038	43	050	LINDANE
008	43	050	LINDANE
029	43	050	LINDANE
101	45	050	LINDANE
048	45	050	LINDANE
049	45	050	LINDANE
050	45	050	LINDANE
055	45	050	LINDANE
111	45	050	LINDANE
047	45	050	LINDANE
056	45	050	LINDANE
102	45	050	LINDANE
103	45	050	LINDANE
104	45	050	LINDANE
105	45	050	LINDANE
106	45	050	LINDANE
045	45	050	LINDANE
110	45	050	LINDANE
017	45	050	LINDANE
470	45	050	LINDANE
628	45	050	LINDANE
631	45	050	LINDANE
109	45	050	LINDANE
010	45	050	LINDANE
026	45	050	LINDANE
001	45	050	LINDANE
002	45	050	LINDANE
003	45	050	LINDANE
004	45	050	LINDANE
005	45	050	LINDANE
006	45	050	LINDANE
007	45	050	LINDANE
030	45	050	LINDANE
009	45	050	LINDANE
042	45	050	LINDANE
011	45	050	LINDANE
012	45	050	LINDANE
015	45	050	LINDANE
027	45	050	LINDANE
033	45	050	LINDANE
034	45	050	LINDANE
037	45	050	LINDANE
003	45	015	CHLOROBENZILATE
470	45	015	CHLOROBENZILATE
631	45	015	CHLOROBENZILATE
628	45	015	CHLOROBENZILATE
111	45	015	CHLOROBENZILATE
628	48	020	ROTENONE
631	48	020	ROTENONE
050	02	024	DIAZINON
027	02	024	DIAZINON
030	02	024	DIAZINON
034	02	024	DIAZINON
037	02	024	DIAZINON
470	02	024	DIAZINON
038	02	024	DIAZINON
042	02	024	DIAZINON
045	02	024	DIAZINON
628	02	024	DIAZINON
049	02	024	DIAZINON
015	02	024	DIAZINON
111	02	024	DIAZINON
056	02	024	DIAZINON
102	02	024	DIAZINON
103	02	024	DIAZINON
106	02	024	DIAZINON
048	02	024	DIAZINON
110	02	024	DIAZINON
631	02	024	DIAZINON
017	02	024	DIAZINON
012	02	024	DIAZINON
002	02	024	DIAZINON
009	02	024	DIAZINON
003	02	024	DIAZINON
629	02	024	DIAZINON
026	02	024	DIAZINON
006	02	024	DIAZINON
024	02	024	DIAZINON
008	02	024	DIAZINON
050	14	024	DIAZINON
027	14	024	DIAZINON
030	14	024	DIAZINON
034	14	024	DIAZINON
037	14	024	DIAZINON
470	14	024	DIAZINON
038	14	024	DIAZINON
042	14	024	DIAZINON
045	14	024	DIAZINON
628	14	024	DIAZINON
049	14	024	DIAZINON
015	14	024	DIAZINON
111	14	024	DIAZINON
056	14	024	DIAZINON
102	14	024	DIAZINON
103	14	024	DIAZINON
106	14	024	DIAZINON
048	14	024	DIAZINON
110	14	024	DIAZINON
631	14	024	DIAZINON
017	14	024	DIAZINON
012	14	024	DIAZINON
002	14	024	DIAZINON
009	14	024	DIAZINON
003	14	024	DIAZINON
629	14	024	DIAZINON
026	14	024	DIAZINON
006	14	024	DIAZINON
024	14	024	DIAZINON
008	14	024	DIAZINON
050	15	024	DIAZINON
027	15	024	DIAZINON
030	15	024	DIAZINON
034	15	024	DIAZINON
037	15	024	DIAZINON
470	15	024	DIAZINON
038	15	024	DIAZINON
042	15	024	DIAZINON
045	15	024	DIAZINON
628	15	024	DIAZINON
049	15	024	DIAZINON
015	15	024	DIAZINON
111	15	024	DIAZINON
056	15	024	DIAZINON
102	15	024	DIAZINON
103	15	024	DIAZINON
106	15	024	DIAZINON
048	15	024	DIAZINON
110	15	024	DIAZINON
631	15	024	DIAZINON
017	15	024	DIAZINON
012	15	024	DIAZINON
002	15	024	DIAZINON
009	15	024	DIAZINON
003	15	024	DIAZINON
629	15	024	DIAZINON
026	15	024	DIAZINON
006	15	024	DIAZINON
024	15	024	DIAZINON
008	15	024	DIAZINON
050	16	024	DIAZINON
027	16	024	DIAZINON
030	16	024	DIAZINON
034	16	024	DIAZINON
037	16	024	DIAZINON
470	16	024	DIAZINON
038	16	024	DIAZINON
042	16	024	DIAZINON
045	16	024	DIAZINON
628	16	024	DIAZINON
049	16	024	DIAZINON
015	16	024	DIAZINON
111	16	024	DIAZINON
056	16	024	DIAZINON
102	16	024	DIAZINON
103	16	024	DIAZINON
106	16	024	DIAZINON
048	16	024	DIAZINON
110	16	024	DIAZINON
631	16	024	DIAZINON
017	16	024	DIAZINON
012	16	024	DIAZINON
002	16	024	DIAZINON
009	16	024	DIAZINON
003	16	024	DIAZINON
629	16	024	DIAZINON
026	16	024	DIAZINON
006	16	024	DIAZINON
024	16	024	DIAZINON
008	16	024	DIAZINON
050	41	024	DIAZINON
027	41	024	DIAZINON
030	41	024	DIAZINON
034	41	024	DIAZINON
037	41	024	DIAZINON
470	41	024	DIAZINON
038	41	024	DIAZINON
042	41	024	DIAZINON
045	41	024	DIAZINON
628	41	024	DIAZINON
049	41	024	DIAZINON
015	41	024	DIAZINON
111	41	024	DIAZINON
056	41	024	DIAZINON
102	41	024	DIAZINON
103	41	024	DIAZINON
106	41	024	DIAZINON
048	41	024	DIAZINON
110	41	024	DIAZINON
631	41	024	DIAZINON
017	41	024	DIAZINON
012	41	024	DIAZINON
002	41	024	DIAZINON
009	41	024	DIAZINON
003	41	024	DIAZINON
629	41	024	DIAZINON
026	41	024	DIAZINON
006	41	024	DIAZINON
024	41	024	DIAZINON
008	41	024	DIAZINON
050	42	024	DIAZINON
027	42	024	DIAZINON
030	42	024	DIAZINON
034	42	024	DIAZINON
037	42	024	DIAZINON
470	42	024	DIAZINON
038	42	024	DIAZINON
042	42	024	DIAZINON
045	42	024	DIAZINON
628	42	024	DIAZINON
049	42	024	DIAZINON
015	42	024	DIAZINON
111	42	024	DIAZINON
056	42	024	DIAZINON
102	42	024	DIAZINON
103	42	024	DIAZINON
106	42	024	DIAZINON
048	42	024	DIAZINON
110	42	024	DIAZINON
631	42	024	DIAZINON
017	42	024	DIAZINON
012	42	024	DIAZINON
002	42	024	DIAZINON
009	42	024	DIAZINON
003	42	024	DIAZINON
629	42	024	DIAZINON
026	42	024	DIAZINON
006	42	024	DIAZINON
024	42	024	DIAZINON
008	42	024	DIAZINON
050	44	024	DIAZINON
027	44	024	DIAZINON
030	44	024	DIAZINON
034	44	024	DIAZINON
037	44	024	DIAZINON
038	47	024	DIAZINON
042	47	024	DIAZINON
045	47	024	DIAZINON
628	47	024	DIAZINON
049	47	024	DIAZINON
015	47	024	DIAZINON
111	47	024	DIAZINON
056	47	024	DIAZINON
102	47	024	DIAZINON
103	47	024	DIAZINON
106	47	024	DIAZINON
048	47	024	DIAZINON
110	47	024	DIAZINON
631	47	024	DIAZINON
017	47	024	DIAZINON
012	47	024	DIAZINON
002	47	024	DIAZINON
009	47	024	DIAZINON
003	47	024	DIAZINON
629	47	024	DIAZINON
026	47	024	DIAZINON
006	47	024	DIAZINON
024	47	024	DIAZINON
008	47	024	DIAZINON
042	01	025	DICHLONE
038	01	025	DICHLONE
015	01	025	DICHLONE
042	05	025	DICHLONE
038	05	025	DICHLONE
015	05	025	DICHLONE
023	01	026	"2,4-D"
023	05	026	"2,4-D"
024	01	028	DIELDRIN
026	01	028	DIELDRIN
017	01	028	DIELDRIN
015	01	028	DIELDRIN
012	01	028	DIELDRIN
011	01	028	DIELDRIN
009	01	028	DIELDRIN
006	01	028	DIELDRIN
005	01	028	DIELDRIN
003	01	028	DIELDRIN
002	01	028	DIELDRIN
629	01	028	DIELDRIN
008	01	028	DIELDRIN
470	01	028	DIELDRIN
042	01	028	DIELDRIN
027	01	028	DIELDRIN
628	01	028	DIELDRIN
111	01	028	DIELDRIN
110	01	028	DIELDRIN
106	01	028	DIELDRIN
105	01	028	DIELDRIN
103	01	028	DIELDRIN
102	01	028	DIELDRIN
056	01	028	DIELDRIN
055	01	028	DIELDRIN
034	01	028	DIELDRIN
050	01	028	DIELDRIN
030	01	028	DIELDRIN
631	01	028	DIELDRIN
029	01	028	DIELDRIN
037	01	028	DIELDRIN
038	01	028	DIELDRIN
045	01	028	DIELDRIN
047	01	028	DIELDRIN
048	01	028	DIELDRIN
049	01	028	DIELDRIN
033	01	028	DIELDRIN
024	05	028	DIELDRIN
026	05	028	DIELDRIN
017	05	028	DIELDRIN
015	05	028	DIELDRIN
012	05	028	DIELDRIN
011	05	028	DIELDRIN
009	05	028	DIELDRIN
006	05	028	DIELDRIN
005	05	028	DIELDRIN
003	05	028	DIELDRIN
002	05	028	DIELDRIN
629	05	028	DIELDRIN
008	05	028	DIELDRIN
470	05	028	DIELDRIN
042	05	028	DIELDRIN
027	05	028	DIELDRIN
628	05	028	DIELDRIN
111	05	028	DIELDRIN
110	05	028	DIELDRIN
106	05	028	DIELDRIN
105	05	028	DIELDRIN
103	05	028	DIELDRIN
102	05	028	DIELDRIN
056	05	028	DIELDRIN
055	05	028	DIELDRIN
034	05	028	DIELDRIN
050	05	028	DIELDRIN
030	05	028	DIELDRIN
631	05	028	DIELDRIN
029	05	028	DIELDRIN
037	05	028	DIELDRIN
038	05	028	DIELDRIN
045	05	028	DIELDRIN
047	05	028	DIELDRIN
048	05	028	DIELDRIN
049	05	028	DIELDRIN
033	05	028	DIELDRIN
024	23	028	DIELDRIN
026	23	028	DIELDRIN
017	23	028	DIELDRIN
015	23	028	DIELDRIN
012	23	028	DIELDRIN
011	23	028	DIELDRIN
009	23	028	DIELDRIN
006	23	028	DIELDRIN
005	23	028	DIELDRIN
003	23	028	DIELDRIN
002	23	028	DIELDRIN
629	23	028	DIELDRIN
008	23	028	DIELDRIN
470	23	028	DIELDRIN
042	23	028	DIELDRIN
027	23	028	DIELDRIN
628	23	028	DIELDRIN
111	23	028	DIELDRIN
110	23	028	DIELDRIN
106	23	028	DIELDRIN
105	23	028	DIELDRIN
103	23	028	DIELDRIN
102	23	028	DIELDRIN
056	23	028	DIELDRIN
055	23	028	DIELDRIN
034	23	028	DIELDRIN
050	23	028	DIELDRIN
030	23	028	DIELDRIN
631	23	028	DIELDRIN
029	23	028	DIELDRIN
037	23	028	DIELDRIN
038	23	028	DIELDRIN
045	23	028	DIELDRIN
047	23	028	DIELDRIN
048	23	028	DIELDRIN
049	23	028	DIELDRIN
033	23	028	DIELDRIN
024	40	028	DIELDRIN
026	40	028	DIELDRIN
017	40	028	DIELDRIN
015	40	028	DIELDRIN
012	40	028	DIELDRIN
011	40	028	DIELDRIN
009	40	028	DIELDRIN
006	40	028	DIELDRIN
005	40	028	DIELDRIN
