FY	COUNTRY	INDPD	PRODUCT NAME	ANAL	POS	% POS	VIOL	% VI	CVRD	FND
2011 	THAILAND 	21S05 	MANGO (SUBTROPICAL AND TROPICAL FRUIT) 	1	1	100	1	100	308	1
2011 	THAILAND 	21S07 	PINEAPPLE (SUBTROPICAL AND TROPICAL FRUIT) 	2	0	0	0	0	411	0
2011 	THAILAND 	21S18 	LONGAN (SUBTROPICAL AND TROPICAL FRUIT) 	2	0	0	0	0	315	0
2011 	THAILAND 	21S21 	"DURIAN, DURION (SUBTROPICAL AND TROPICAL FRUIT) "	8	0	0	0	0	399	0
2011 	THAILAND 	21S23 	PALM SEED (TODDY) (SUBTROPICAL AND TROPICAL FRUIT) 	1	0	0	0	0	308	0
2011 	THAILAND 	21T05 	"MANGO, DRIED OR PASTE "	2	0	0	0	0	315	0
2011 	THAILAND 	21T06 	"PAPAYA, DRIED OR PASTE "	3	0	0	0	0	436	0
2011 	THAILAND 	21T07 	"PINEAPPLE, DRIED OR PASTE "	3	0	0	0	0	436	0
2011 	THAILAND 	21T18 	"LONGAN, DRIED OR PASTE "	1	1	100	1	100	343	3
2011 	THAILAND 	21U07 	"PINEAPPLE, JAM, JELLY, PRESERVES, MARMALADE, BUTTER OR CANDIED "	1	0	0	0	0	342	0
2011 	THAILAND 	21V05 	"MANGO, JUICE, MILK, CREME, DRINK OR NECTAR, SUB/TROPICAL FRUIT "	1	0	0	0	0	0	0
2011 	THAILAND 	21V07 	"PINEAPPLE, JUICE, MILK, CREME, DRINK OR NECTAR, SUB/TROPICAL FRUIT "	2	0	0	0	0	0	0
2011 	THAILAND 	23D05 	"COCONUT, PASTE "	1	0	0	0	0	392	0
2011 	THAILAND 	24A09 	MUNG BEAN 	3	1	33	0	0	392	1
2011 	THAILAND 	24A60 	"CORN, (VEGETABLE) "	1	0	0	0	0	248	0
2011 	THAILAND 	24F99 	"FRUITS USED AS VEGETABLES, N.E.C. "	1	0	0	0	0	0	0
2011 	THAILAND 	24T03 	BAMBOO SHOOTS (LEAF & STEM VEGETABLE) 	2	0	0	0	0	342	0
2011 	THAILAND 	24T20 	MUSTARD GREENS (LEAF & STEM VEGETABLE) 	2	0	0	0	0	454	0
2011 	THAILAND 	24T99 	"LEAF & STEM VEGETABLES, N.E.C. "	5	1	20	1	20	342	5
2011 	THAILAND 	25J04 	"SCALLIONS, GREEN ONIONS  (ROOT & TUBER VEGETABLE) "	1	0	0	0	0	392	0
2011 	THAILAND 	25J14 	TURNIP (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	248	0
2011 	THAILAND 	25J16 	CASSAVA (ROOT AND TUBER VEGETABLE) 	1	0	0	0	0	308	0
2011 	THAILAND 	25J24 	GINGER ROOT (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	263	0
2011 	THAILAND 	25Y99 	"VEGETABLE & VEGETABLE PRODUCTS NOT MENTIONED ELSEWHERE, N.E.C. "	2	0	0	0	0	392	0
2011 	THAILAND 	28A08 	"CAPSICUMS (CAYENNE CHILI, HOT PEPPERS), WHOLE  (SPICE) "	2	2	100	2	100	350	8
2011 	THAILAND 	28A49 	"TURMERIC, WHOLE (SPICE) "	1	0	0	0	0	263	0
2011 	THAILAND 	28B99 	"SPICES, GROUND, CRACKED, ETC., N.E.C. "	1	0	0	0	0	0	0
2011 	THAILAND 	30B06 	"BEVERAGE BASE, SUBTROPICAL OR TROPICAL FRUIT, LIQUID "	2	0	0	0	0	399	0
2011 	THAILAND 	30G99 	"BEVERAGE BASE OF NON FRUIT ORIGIN, LIQUID, N.E.C. "	2	0	0	0	0	0	0
2011 	THAILAND 	30Y02 	COCONUT MILK BEVERAGE BASE 	2	0	0	0	0	270	0
2011 	THAILAND 	35A01 	"GELATIN, FLAVORED "	1	0	0	0	0	248	0
2011 	THAILAND 	37J03 	CHILI SAUCE 	1	1	100	0	0	263	3
2011 	THAILAND 	54K05 	"ROSELLE (HERBAL & BOTANICALS, NOT TEAS II) "	1	0	0	0	0	248	0
2011 	TOGO 	26A05 	"PALM KERNEL OIL, CRUDE "	1	0	0	0	0	247	0
2011 	TRINIDAD & TOBAGO 	02G99 	FLOURS AND MEALS N.E.C. 	1	0	0	0	0	263	0
2011 	TRINIDAD & TOBAGO 	24A06 	GARBANZO BEAN 	1	0	0	0	0	263	0
2011 	TUNISIA 	21G05 	"DATES (PIT FRUIT),  (PIT FRUIT) "	1	0	0	0	0	248	0
2011 	TUNISIA 	21H05 	"DATES, DRIED OR PASTE "	2	0	0	0	0	248	0
2011 	TURKEY 	02F07 	"WHEAT, MILLED (CRUSHED, COARSE GROUND OR CRACKED) "	4	1	25	0	0	444	1
2011 	TURKEY 	16A26 	"PERCH, FRESH WATER (YELLOW, LAKE) "	1	0	0	0	0	112	0
2011 	TURKEY 	20A14 	STRAWBERRIES  (BERRY) 	1	0	0	0	0	0	0
2011 	TURKEY 	20B18 	"MULBERRY, DRIED OR PASTE "	2	1	50	0	0	392	1
2011 	TURKEY 	20D14 	"STRAWBERRY JUICE, BERRY JUICE OR CONCENTRATES "	2	1	50	0	0	417	3
2011 	TURKEY 	21B12 	"BERRIES AND PIT FRUIT, MIXED, DRIED OR PASTE "	1	0	0	0	0	263	0
2011 	TURKEY 	21G03 	CHERRY FRUIT  (PIT FRUIT) 	2	1	50	0	0	289	5
2011 	TURKEY 	21G09 	OLIVES (PIT FRUIT) 	2	0	0	0	0	392	0
2011 	TURKEY 	21H01 	"APRICOT, DRIED OR PASTE "	6	0	0	0	0	436	0
2011 	TURKEY 	21H09 	"OLIVES, DRIED OR PASTE "	1	0	0	0	0	0	0
2011 	TURKEY 	21K01 	"APRICOT, JUICE, PIT FRUIT JUICES OR CONCENTRATES "	1	0	0	0	0	0	0
2011 	TURKEY 	21S03 	FIG (SUBTROPICAL AND TROPICAL FRUIT) 	1	0	0	0	0	263	0
2011 	TURKEY 	21T03 	"FIG, DRIED OR PASTE "	5	1	20	0	0	392	1
2011 	TURKEY 	22K01 	"POMEGRANATE, JUICE, OTHER FRUIT JUICES OR CONCENTRATES "	4	0	0	0	0	417	0
2011 	TURKEY 	24A06 	GARBANZO BEAN 	4	0	0	0	0	430	0
2011 	TURKEY 	24B06 	"GARBANZO BEAN, DRIED OR PASTE "	1	0	0	0	0	0	0
2011 	TURKEY 	24F02 	OKRA  (FRUIT USED AS VEGETABLE) 	1	0	0	0	0	392	0
2011 	TURKEY 	24F04 	PIMIENTO PEPPER (FRUIT USED AS VEGETABLE) 	2	0	0	0	0	308	0
2011 	TURKEY 	24F07 	"PEPPER, SWEET (FRUIT USED AS VEGETABLE) "	10	1	10	0	0	430	2
2011 	TURKEY 	24F08 	"PEPPER, HOT, N.E.C. (FRUIT USED AS VEGETABLE) "	4	0	0	0	0	399	0
2011 	TURKEY 	24F50 	TOMATOES (FRUIT USED AS VEGETABLE) 	1	0	0	0	0	0	0
2011 	TURKEY 	24H02 	"OKRA, DRIED OR PASTE "	1	0	0	0	0	0	0
2011 	TURKEY 	24H50 	"TOMATO, DRIED "	6	3	50	1	17	342	7
2011 	TURKEY 	25Y99 	"VEGETABLE & VEGETABLE PRODUCTS NOT MENTIONED ELSEWHERE, N.E.C. "	3	1	33	0	0	399	1
2011 	TURKEY 	28A07 	"CAPERS, WHOLE (SPICE) "	1	0	0	0	0	392	0
2011 	TURKEY 	28B27 	"MARJORAM, SWEET MARJORAM, OREGANO, GROUND, CRACKED  (SPICE) "	1	0	0	0	0	0	0
2011 	TURKEY 	36B06 	MOLASSES 	2	1	50	0	0	263	2
2011 	TURKEY 	36B99 	"SYRUPS AND MOLASSES, N.E.C. "	1	0	0	0	0	308	0
2011 	TURKMENISTAN 	54F16 	"LICORICE (HERBAL & BOTANICALS, NOT TEAS) "	1	0	0	0	0	308	0
2011 	UGANDA 	28N03 	"VANILLA BEAN, RAW MATERIAL FOR EXTRACTS AND FLAVORS "	1	0	0	0	0	263	0
2011 	UKRAINE 	20A02 	BLUEBERRIES  (BERRY) 	6	1	17	0	0	342	1
2011 	UKRAINE 	27Y01 	CATSUP 	1	0	0	0	0	342	0
2011 	UKRAINE 	30K06 	"BEVERAGE BASE, IMITATION SUBTROPICAL OR TROPICAL FRUIT, LIQUID "	1	0	0	0	0	392	0
2011 	UKRAINE 	30Y99 	"BEVERAGE BASE NOT MENTIONED ELSEWHERE, N.E.C. "	1	0	0	0	0	392	0
2011 	UNITED ARAB EMIRATES 	24E17 	"PIGEON PEAS, BEAN AND PEA SPROUTS "	1	0	0	0	0	248	0
2011 	UNITED ARAB EMIRATES 	24E70 	"LENTILS, BEAN AND PEA SPROUTS "	2	2	100	0	0	267	2
2011 	UNITED ARAB EMIRATES 	24E99 	"BEAN AND PEA SPROUTS, N.E.C. (VEGETABLE) "	1	0	0	0	0	248	0
2011 	UNITED ARAB EMIRATES 	02C99 	"RICE FLOUR, N.E.C. "	1	0	0	0	0	248	0
2011 	UNITED ARAB EMIRATES 	09A02 	BUTTER OIL 	1	0	0	0	0	263	0
2011 	UNITED ARAB EMIRATES 	20B21 	"BARBERRY, DRIED OR PASTE "	1	0	0	0	0	342	0
2011 	UNITED ARAB EMIRATES 	20H04 	"LEMON, DRIED OR PASTE "	1	0	0	0	0	342	0
2011 	UNITED ARAB EMIRATES 	21H14 	"PLUM, DRIED OR PASTE "	1	0	0	0	0	342	0
2011 	UNITED ARAB EMIRATES 	21V04 	"GUAVA, JUICE, MILK, CREME, DRINK OR NECTAR, SUB/TROPICAL  FRUIT "	1	0	0	0	0	248	0
2011 	UNITED ARAB EMIRATES 	21V05 	"MANGO, JUICE, MILK, CREME, DRINK OR NECTAR, SUB/TROPICAL FRUIT "	1	0	0	0	0	0	0
2011 	UNITED ARAB EMIRATES 	21V07 	"PINEAPPLE, JUICE, MILK, CREME, DRINK OR NECTAR, SUB/TROPICAL FRUIT "	1	1	100	1	100	411	1
2011 	UNITED ARAB EMIRATES 	21V99 	"SUTROPICAL AND TROPICAL FRUIT, JUICE, MILK, CREME, DRINK OR NECTAR, N.E.C. "	1	0	0	0	0	263	0
2011 	UNITED ARAB EMIRATES 	24A09 	MUNG BEAN 	1	0	0	0	0	392	0
2011 	UNITED ARAB EMIRATES 	24B09 	"MUNG BEAN, DRIED OR PASTE "	1	0	0	0	0	263	0
2011 	UNITED ARAB EMIRATES 	24B70 	"LENTILS, DRIED OR PASTE "	1	0	0	0	0	263	0
2011 	UNITED ARAB EMIRATES 	24B99 	"BEAN, CORN, PEA, DRIED OR PASTE, N.E.C. (VEGETABLE) "	1	0	0	0	0	248	0
2011 	UNITED KINGDOM 	02J01 	"MALT, BARLEY "	1	1	100	0	0	248	1
2011 	UNITED KINGDOM 	16X03 	"SALMON, ALL, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS "	2	0	0	0	0	394	0
2011 	UNITED KINGDOM 	20C13 	"RASPBERRY, RED, JAM, JELLY, PRESERVES, MARMALADE, BUTTER AND CANDIED "	1	1	100	1	100	157	6
2011 	UNITED KINGDOM 	20S01 	"APPLE, CORE FRUIT JUICES OR CONCENTRATES "	1	0	0	0	0	0	0
2011 	UNITED KINGDOM 	24B09 	"MUNG BEAN, DRIED OR PASTE "	1	1	100	0	0	263	1
2011 	UNITED KINGDOM 	24B20 	"CHANA DAL, DRIED OR PASTE "	2	0	0	0	0	392	0
2011 	UNITED STATES 	02E01 	"WHEAT FLOUR, BROMATED "	3	0	0	0	0	399	0
2011 	UNITED STATES 	16E03 	OYSTERS 	3	0	0	0	0	367	0
2011 	UNITED STATES 	20301 	"APPLES, CORE FRUIT LEATHERS "	3	3	100	0	0	315	4
2011 	UNITED STATES 	20303 	"JOSEPHINE DE MALINES, CORE FRUIT LEATHERS "	2	1	50	0	0	436	6
2011 	UNITED STATES 	40E03 	"CORE FRUIT, JUICE AND DRINK (BABY) "	2	0	0	0	0	263	0
2011 	UNITED STATES 	02E05 	"WHEAT FLOUR, ENRICHED (ALL PURPOSE) "	9	5	56	0	0	430	1
2011 	UNITED STATES 	24E08 	"LIMA BEAN, BEAN AND PEA SPROUTS "	1	0	0	0	0	263	0
2011 	UNITED STATES 	02E13 	"WHEAT FLOUR, WHOLE "	5	3	60	0	0	443	2
2011 	UNITED STATES 	24E14 	"STRINGBEANS, BEAN AND PEA SPROUTS "	20	8	40	1	5	464	8
2011 	UNITED STATES 	09E16 	"DRIED MILK, NON FAT "	1	0	0	0	0	263	0
2011 	UNITED STATES 	09E17 	WHEY (DRIED 	1	1	100	0	0	392	1
2011 	UNITED STATES 	24E51 	"PEAS, BEAN AND PEA SPROUTS "	2	0	0	0	0	308	0
2011 	UNITED STATES 	02E99 	"WHEAT FLOUR, N.E.C. "	3	1	33	0	0	430	1
2011 	UNITED STATES 	02A01 	"CORN, WHOLE GRAIN "	26	4	15	0	0	462	2
2011 	UNITED STATES 	02A02 	"BARLEY, WHOLE GRAIN "	2	1	50	0	0	392	1
2011 	UNITED STATES 	02A03 	"OATS, WHOLE GRAIN "	4	1	25	0	0	436	1
2011 	UNITED STATES 	02A03 	"OATS, WHOLE GRAIN "	1	0	0	0	0	392	0
2011 	UNITED STATES 	02A04 	"POPCORN (NOT POPPED), BULK, WHOLE GRAIN "	1	1	100	0	0	122	1
2011 	UNITED STATES 	02A05 	"RICE, CULTIVATED, WHOLE GRAIN "	5	0	0	0	0	403	0
2011 	UNITED STATES 	02A06 	"RICE, WILD, WHOLE GRAIN "	1	0	0	0	0	248	0
2011 	UNITED STATES 	02A09 	"WHEAT, WHOLE GRAIN "	21	10	48	0	0	462	7
2011 	UNITED STATES 	02A10 	"SOYBEANS, WHOLE GRAIN "	32	2	6.3	0	0	434	2
2011 	UNITED STATES 	02A99 	"GRAIN, WHOLE, N.E.C. "	1	0	0	0	0	392	0
2011 	UNITED STATES 	02B01 	"CORN, BOLTED MEAL OR FLOUR "	1	0	0	0	0	122	0
2011 	UNITED STATES 	02B05 	"CORN, ENRICHED MEAL "	1	0	0	0	0	392	0
2011 	UNITED STATES 	02D01 	"RICE, BROWN, PROCESSED (PACKAGED) "	7	2	29	0	0	399	2
2011 	UNITED STATES 	02D02 	"RICE, PLAIN (WHITE OR POLISHED) PROCESSED (PACKAGED) "	1	0	0	0	0	342	0
2011 	UNITED STATES 	02D03 	"RICE, ENRICHED PROCESSED (PACKAGED) "	4	1	25	0	0	392	1
2011 	UNITED STATES 	02D06 	"RICE, WILD PROCESSED (PACKAGED) "	1	0	0	0	0	342	0
2011 	UNITED STATES 	02D07 	"RICE, BASMATI, PROCESSED (PACKAGED) "	1	1	100	0	0	248	1
2011 	UNITED STATES 	02D11 	"RICE, SWEET, PROCESSED (PACKAGED) "	1	0	0	0	0	392	0
2011 	UNITED STATES 	02D99 	"RICE, PROCESSED (PACKAGED) N.E.C. "	2	0	0	0	0	436	0
2011 	UNITED STATES 	02F02 	"FARINA, WHEAT "	2	0	0	0	0	263	0
2011 	UNITED STATES 	02F03 	"FARINA, ENRICHED WHEAT "	1	0	0	0	0	411	0
2011 	UNITED STATES 	02F05 	WHEAT GERM 	1	1	100	0	0	411	2
2011 	UNITED STATES 	02F08 	"GLUTEN, WHEAT "	1	0	0	0	0	248	0
2011 	UNITED STATES 	02F99 	"WHEAT, MILLED PRODUCT, N.E.C. "	2	0	0	0	0	411	0
2011 	UNITED STATES 	02G01 	BARLEY FLOUR 	1	1	100	0	0	392	1
2011 	UNITED STATES 	02G99 	FLOURS AND MEALS N.E.C. 	1	0	0	0	0	248	0
2011 	UNITED STATES 	02J01 	"MALT, BARLEY "	3	0	0	0	0	392	0
2011 	UNITED STATES 	02Y99 	"MILLED GRAIN PRODUCTS, N.E.C. "	2	0	0	0	0	411	0
2011 	UNITED STATES 	03Y10 	"BREADING, BREADING MIXES. ETC. "	1	0	0	0	0	392	0
2011 	UNITED STATES 	04A05 	SPAGHETTI 	1	0	0	0	0	263	0
2011 	UNITED STATES 	04B02 	"NOODLES, EGG "	1	0	0	0	0	0	0
2011 	UNITED STATES 	05A02 	"OAT FLAKES, ROLLED OATS,PUFFS,KRISPIES,LOOPS READY TO EAT "	4	0	0	0	0	411	0
2011 	UNITED STATES 	05B02 	"OATMEAL, REGULAR, FRUIT OR SPICE ADDED, QUICK OR INSTANT COOKING "	1	0	0	0	0	247	0
2011 	UNITED STATES 	05B99 	"BREAKFAST FOOD QUICK OR INSTANT COOKING, N.E.C. "	1	0	0	0	0	342	0
2011 	UNITED STATES 	07Y99 	"SNACK FOODS NOT ELSEWHERE MENTIONED, N.E.C. "	1	1	100	0	0	1	1
2011 	UNITED STATES 	09C09 	"MILK, PLAIN "	6	0	0	0	0	312	0
2011 	UNITED STATES 	09Y99 	"FLUID/DRY MILK PRODUCTS NOT ELSEWHERE MENTIONED, N.E.C. "	3	3	100	0	0	1	1
2011 	UNITED STATES 	12A05 	"CHEESE, CHEDDAR "	1	0	0	0	0	14	0
2011 	UNITED STATES 	12C12 	"SOFT RIPENED CHEESE MADE FROM GOAT'S MILK (E.G., CHEVRE, FETA, GOAT) "	1	0	0	0	0	392	0
2011 	UNITED STATES 	14A06 	"FILLED MILK, DRIED MILK TYPE PRODUCT "	1	0	0	0	0	263	0
2011 	UNITED STATES 	15B05 	"EGG, WHOLE,SHELLED, (WHITE AND YOLK MIXED) "	2	0	0	0	0	263	0
2011 	UNITED STATES 	16A04 	"BASS, SALT OR BRACKISK WATER (STRIPE BASS, WHITE PERCH, BLACK BASS, ETC.) "	6	2	33	0	0	394	1
2011 	UNITED STATES 	16A05 	BLUE FISH 	2	0	0	0	0	22	0
2011 	UNITED STATES 	16A10 	CATFISH 	8	6	75	0	0	383	2
2011 	UNITED STATES 	16A12 	COD 	1	0	0	0	0	14	0
2011 	UNITED STATES 	16A12 	COD 	1	0	0	0	0	411	0
2011 	UNITED STATES 	16A13 	CROAKER 	4	0	0	0	0	14	0
2011 	UNITED STATES 	16A16 	"FLOUNDER (ARROWTOOTH, DAB, FLUKE) "	2	0	0	0	0	367	0
2011 	UNITED STATES 	16A17 	GROUPERS 	4	0	0	0	0	308	0
2011 	UNITED STATES 	16A22 	"MACKEREL, SPANISH OR KING "	1	0	0	0	0	14	0
2011 	UNITED STATES 	16A24 	"PERCH, OCEAN "	2	0	0	0	0	436	0
2011 	UNITED STATES 	16A26 	"PERCH, FRESH WATER (YELLOW, LAKE) "	1	1	100	0	0	14	1
2011 	UNITED STATES 	16A30 	PORGY 	3	0	0	0	0	249	0
2011 	UNITED STATES 	16A37 	"SNAPPER (RED, GRAY, MALABAR, ETC.) "	4	0	0	0	0	113	0
2011 	UNITED STATES 	16A58 	TILAPIA 	2	0	0	0	0	112	0
2011 	UNITED STATES 	16A63 	KINGFISH 	1	1	100	0	0	263	1
2011 	UNITED STATES 	16A75 	ROCKFISH 	7	0	0	0	0	437	0
2011 	UNITED STATES 	16A99 	"FISH, N.E.C. "	3	0	0	0	0	113	0
2011 	UNITED STATES 	16J04 	LOBSTER 	1	0	0	0	0	392	0
2011 	UNITED STATES 	16J05 	SHRIMP & PRAWNS 	2	1	50	0	0	248	1
2011 	UNITED STATES 	16J05 	SHRIMP & PRAWNS 	1	0	0	0	0	248	0
2011 	UNITED STATES 	16X01 	"BASS, HYBRID STRIPED, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS "	1	0	0	0	0	308	0
2011 	UNITED STATES 	16X02 	"CHANNEL CATFISH, AQUACULTURE, FRESH WATER "	3	0	0	0	0	119	0
2011 	UNITED STATES 	16X05 	"TROUT, RAINBOW, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS "	2	1	50	0	0	421	1
2011 	UNITED STATES 	16X06 	"TILAPIA, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS "	1	0	0	0	0	392	0
2011 	UNITED STATES 	20A02 	BLUEBERRIES  (BERRY) 	9	4	44	0	0	308	3
2011 	UNITED STATES 	20A02 	BLUEBERRIES  (BERRY) 	2	1	50	1	50	275	6
2011 	UNITED STATES 	20A04 	CRANBERRIES   (BERRY) 	16	9	56	0	0	524	5
2011 	UNITED STATES 	20A04 	CRANBERRIES   (BERRY) 	1	0	0	0	0	0	0
2011 	UNITED STATES 	20A09 	GRAPES        (BERRY) 	3	1	33	0	0	308	3
2011 	UNITED STATES 	20A10 	RAISINS (DRIED GRAPES)  (BERRY) 	1	1	100	0	0	373	1
2011 	UNITED STATES 	20A12 	"RASPBERRIES, BLACK  (BERRY) "	1	0	0	0	0	308	0
2011 	UNITED STATES 	20A13 	"RASPBERRIES, RED  (BERRY) "	2	2	100	0	0	259	2
2011 	UNITED STATES 	20A14 	STRAWBERRIES  (BERRY) 	6	5	83	0	0	463	17
2011 	UNITED STATES 	20A14 	STRAWBERRIES  (BERRY) 	1	0	0	0	0	248	0
2011 	UNITED STATES 	20B99 	"BERRIES, DRIED OR PASTE, N.E.C. "	2	2	100	2	100	392	5
2011 	UNITED STATES 	20D19 	"HAW, JUICES OR CONCENTRATES "	1	0	0	0	0	342	0
2011 	UNITED STATES 	20F01 	BLACKBERRIES (BERRY PUREES) 	1	1	100	0	0	263	3
2011 	UNITED STATES 	20G01 	CITRON      (CITRUS) 	1	1	100	0	0	248	3
2011 	UNITED STATES 	20G02 	GRAPEFRUIT  (CITRUS) 	5	3	60	0	0	443	5
2011 	UNITED STATES 	20G04 	LEMON       (CITRUS) 	4	3	75	0	0	248	3
2011 	UNITED STATES 	20G06 	ORANGE      (CITRUS) 	24	21	88	0	0	443	12
2011 	UNITED STATES 	20G08 	TANGELO          (CITRUS) 	1	1	100	0	0	392	1
2011 	UNITED STATES 	20G09 	TANGERINE        (CITRUS) 	2	2	100	0	0	436	2
2011 	UNITED STATES 	20G11 	CLEMENTINE       (CITRUS) 	1	1	100	0	0	392	3
2011 	UNITED STATES 	20G99 	"CITRUS FRUIT, N.E.C. "	3	1	33	0	0	308	2
2011 	UNITED STATES 	20K06 	"ORANGE, CITRUS FRUIT JUICES OR CONCENTRATES "	1	0	0	0	0	293	0
2011 	UNITED STATES 	20K06 	"ORANGE, CITRUS FRUIT JUICES OR CONCENTRATES "	1	0	0	0	0	0	0
2011 	UNITED STATES 	20N01 	APPLE   (CORE FRUIT) 	83	49	59	0	0	534	33
2011 	UNITED STATES 	20N01 	APPLE   (CORE FRUIT) 	1	0	0	0	0	248	0
2011 	UNITED STATES 	20N02 	CRAB APPLE  (CORE FRUIT) 	1	1	100	0	0	392	3
2011 	UNITED STATES 	20N03 	PEAR        (CORE FRUIT) 	15	8	53	0	0	458	18
2011 	UNITED STATES 	20R04 	"QUINCE, JAM, JELLY, PRESERVES, MARMALADE, BUTTER AND CANDIED "	1	0	0	0	0	248	0
2011 	UNITED STATES 	20S01 	"APPLE, CORE FRUIT JUICES OR CONCENTRATES "	5	1	20	0	0	458	5
2011 	UNITED STATES 	20S01 	"APPLE, CORE FRUIT JUICES OR CONCENTRATES "	1	0	0	0	0	0	0
2011 	UNITED STATES 	20U01 	APPLE (CORE FRUIT PUREES) 	6	4	67	0	0	458	9
2011 	UNITED STATES 	21G01 	APRICOT (PIT FRUIT) 	1	1	100	0	0	154	1
2011 	UNITED STATES 	21G02 	AVOCADO (PIT FRUIT) 	3	0	0	0	0	119	0
2011 	UNITED STATES 	21G03 	CHERRY FRUIT  (PIT FRUIT) 	4	2	50	0	0	318	2
2011 	UNITED STATES 	21G03 	CHERRY FRUIT  (PIT FRUIT) 	1	1	100	0	0	267	4
2011 	UNITED STATES 	21G07 	NECTARINE (PIT FRUIT) 	6	6	100	2	33	465	16
2011 	UNITED STATES 	21G13 	PEACH (PIT FRUIT) 	19	19	100	2	11	476	27
2011 	UNITED STATES 	21G13 	PEACH (PIT FRUIT) 	1	0	0	0	0	0	0
2011 	UNITED STATES 	21G14 	PLUM (PIT FRUIT) 	12	8	67	2	17	443	8
2011 	UNITED STATES 	21G99 	"PIT FRUIT, N.E.C. "	3	0	0	0	0	436	0
2011 	UNITED STATES 	21I01 	APRICOT (PIT FRUIT PUREES) 	1	1	100	0	0	411	3
2011 	UNITED STATES 	21L13 	"PEACH, TOPPING OR SYRUP "	1	1	100	0	0	217	3
2011 	UNITED STATES 	22A01 	CANTALOUPE (VINE FRUIT) 	4	0	0	0	0	323	0
2011 	UNITED STATES 	22A04 	WATERMELON (VINE FRUIT) 	1	0	0	0	0	308	0
2011 	UNITED STATES 	22G99 	"OTHER FRUIT AND FRUIT PRODUCTS, N.E.C. "	3	2	67	0	0	436	4
2011 	UNITED STATES 	22H99 	"OTHER FRUIT AND FRUIT PRODUCTS, DRIED AND PASTE, N.E.C. "	1	0	0	0	0	263	0
2011 	UNITED STATES 	22K99 	"OTHER FRUITS AND FRUIT PRODUCTS, OTHER FRUIT JUICES OR CONCENTRATES, N.E.C. "	2	0	0	0	0	458	0
2011 	UNITED STATES 	23A07 	"PEANUT, IN SHELL "	1	0	0	0	0	114	0
2011 	UNITED STATES 	23A08 	"PECAN, IN SHELL "	3	0	0	0	0	113	0
2011 	UNITED STATES 	23A11 	"PISTACHIO, IN SHELL "	7	0	0	0	0	399	0
2011 	UNITED STATES 	23A11 	"PISTACHIO, IN SHELL "	1	0	0	0	0	248	0
2011 	UNITED STATES 	23A12 	"WALNUTS, BLACK, ENGLISH OR PERSIAN, IN SHELL "	1	0	0	0	0	112	0
2011 	UNITED STATES 	23B01 	"ALMOND, SHELLED "	9	1	11	0	0	394	1
2011 	UNITED STATES 	23B01 	"ALMOND, SHELLED "	1	1	100	0	0	113	1
2011 	UNITED STATES 	23B03 	"CASHEW, SHELLED "	1	0	0	0	0	392	0
2011 	UNITED STATES 	23B07 	"PEANUT, SHELLED "	2	1	50	0	0	113	1
2011 	UNITED STATES 	23B07 	"PEANUT, SHELLED "	1	0	0	0	0	117	0
2011 	UNITED STATES 	23B12 	"WALNUTS, BLACK, ENGLISH OR PERSIAN, SHELLED "	5	0	0	0	0	399	0
2011 	UNITED STATES 	23F08 	"PECAN, TOPPING "	1	0	0	0	0	392	0
2011 	UNITED STATES 	23K03 	SOYBEANS (EDIBLE) 	1	0	0	0	0	392	0
2011 	UNITED STATES 	23K04 	SUNFLOWER SEED (EDIBLE) 	1	0	0	0	0	392	0
2011 	UNITED STATES 	23K99 	"EDIBLE SEEDS, N.E.C. "	1	0	0	0	0	248	0
2011 	UNITED STATES 	24A06 	GARBANZO BEAN 	1	0	0	0	0	248	0
2011 	UNITED STATES 	24A07 	KIDNEY BEAN 	1	0	0	0	0	411	0
2011 	UNITED STATES 	24A09 	MUNG BEAN 	1	0	0	0	0	392	0
2011 	UNITED STATES 	24A10 	"NAVY (WHITE) BEANS, (BAKED BEANS, PORK & BEANS) "	4	0	0	0	0	443	0
2011 	UNITED STATES 	24A11 	PINTO BEAN 	9	1	11	0	0	458	1
2011 	UNITED STATES 	24A13 	SOYBEANS (SEE INDUSTRY 37 FOR 'BEAN CURD') 	2	0	0	0	0	415	0
2011 	UNITED STATES 	24A14 	STRINGBEANS 	17	11	65	0	0	447	13
2011 	UNITED STATES 	24A15 	WAXBEANS 	1	1	100	0	0	3	3
2011 	UNITED STATES 	24A16 	BLACK BEANS 	2	0	0	0	0	270	0
2011 	UNITED STATES 	24A18 	ALFALFA BEANS (SEEDS) 	2	0	0	0	0	248	0
2011 	UNITED STATES 	24A51 	PEAS 	6	1	17	0	0	408	1
2011 	UNITED STATES 	24A51 	PEAS 	1	0	0	0	0	263	0
2011 	UNITED STATES 	24A60 	"CORN, (VEGETABLE) "	34	4	12	0	0	459	4
2011 	UNITED STATES 	24A70 	LENTILS 	6	0	0	0	0	430	0
2011 	UNITED STATES 	24A84 	SUGAR SNAP PEAS 	1	0	0	0	0	0	0
2011 	UNITED STATES 	24A85 	LONGBEANS 	1	1	100	0	0	342	3
