FY	COUNTRY	INDPD	PRODUCT NAME	ANAL	POS	% POS	VIOL	% VI	CVRD	FND
2011 	UNITED STATES 	24A99 	"PEA, N.E.C. (VEGETABLE) "	23	4	17	1	4.3	520	8
2011 	UNITED STATES 	24B10 	"NAVY (WHITE) BEANS (BAKED BEANS, PORK & BEANS), DRIED OR PASTE "	1	1	100	0	0	308	1
2011 	UNITED STATES 	24B16 	"BLACK BEAN, DRIED OR PASTE "	1	0	0	0	0	263	0
2011 	UNITED STATES 	24B54 	"FIELD PEA, DRIED OR PASTE "	1	0	0	0	0	0	0
2011 	UNITED STATES 	24B70 	"LENTILS, DRIED OR PASTE "	2	0	0	0	0	392	0
2011 	UNITED STATES 	24B99 	"BEAN, DRIED OR PASTE, N.E.C.  (VEGETABLE) "	2	1	50	0	0	411	1
2011 	UNITED STATES 	24F01 	EGG PLANT  (FRUIT USED AS VEGETABLE) 	6	1	17	0	0	443	2
2011 	UNITED STATES 	24F02 	OKRA  (FRUIT USED AS VEGETABLE) 	2	0	0	0	0	408	0
2011 	UNITED STATES 	24F04 	PIMIENTO PEPPER (FRUIT USED AS VEGETABLE) 	1	1	100	0	0	342	4
2011 	UNITED STATES 	24F06 	SQUASH (FRUIT USED AS VEGETABLE) 	47	22	47	2	4.3	453	19
2011 	UNITED STATES 	24F07 	"PEPPER, SWEET (FRUIT USED AS VEGETABLE) "	20	9	45	0	0	443	15
2011 	UNITED STATES 	24F08 	"PEPPER, HOT, N.E.C. (FRUIT USED AS VEGETABLE) "	6	2	33	0	0	315	4
2011 	UNITED STATES 	24F12 	"JALAPENO PEPPER, HOT  (FRUIT USED AS VEGETABLE) "	9	8	89	0	0	447	12
2011 	UNITED STATES 	24F13 	"SERRANO PEPPER, HOT (FRUIT USED AS VEGETABLE) "	3	3	100	0	0	443	9
2011 	UNITED STATES 	24F20 	CUCUMBERS (FRUIT USED AS VEGETABLE) 	24	12	50	0	0	447	15
2011 	UNITED STATES 	24F50 	TOMATOES (FRUIT USED AS VEGETABLE) 	41	16	39	0	0	467	17
2011 	UNITED STATES 	24F99 	"FRUITS USED AS VEGETABLES, N.E.C. "	6	2	33	0	0	308	3
2011 	UNITED STATES 	24K01 	"EGG PLANT, WITH SAUCE "	1	0	0	0	0	308	0
2011 	UNITED STATES 	24K06 	"SQUASH, WITH SAUCE "	1	0	0	0	0	308	0
2011 	UNITED STATES 	24T02 	ASPARAGUS (LEAF & STEM VEGETABLE) 	3	1	33	0	0	430	1
2011 	UNITED STATES 	24T04 	BEET TOPS (LEAF & STEM VEGETABLE) 	4	0	0	0	0	0	0
2011 	UNITED STATES 	24T05 	BROCCOLI (LEAF & STEM VEGETABLE) 	4	1	25	0	0	408	1
2011 	UNITED STATES 	24T07 	BRUSSELS SPROUTS (LEAF & STEM VEGETABLE) 	1	1	100	0	0	392	2
2011 	UNITED STATES 	24T08 	CABBAGE (LEAF & STEM VEGETABLE) 	16	7	44	0	0	478	3
2011 	UNITED STATES 	24T10 	CAULIFLOWER (LEAF & STEM VEGETABLE) 	2	0	0	0	0	342	0
2011 	UNITED STATES 	24T11 	CELERY (LEAF & STEM VEGETABLE) 	5	3	60	0	0	399	6
2011 	UNITED STATES 	24T13 	COLLARD (LEAF & STEM VEGETABLE) 	2	0	0	0	0	392	0
2011 	UNITED STATES 	24T18 	KALE (LEAF & STEM VEGETABLE) 	11	7	64	0	0	458	9
2011 	UNITED STATES 	24T20 	MUSTARD GREENS (LEAF & STEM VEGETABLE) 	1	0	0	0	0	308	0
2011 	UNITED STATES 	24T21 	PARSLEY (LEAF & STEM VEGETABLE) 	1	1	100	0	0	248	4
2011 	UNITED STATES 	24T24 	RHUBARB (LEAF & STEM VEGETABLE) 	1	1	100	0	0	411	1
2011 	UNITED STATES 	24T25 	SPINACH (LEAF & STEM VEGETABLE) 	13	10	77	3	23	400	15
2011 	UNITED STATES 	24T26 	SWISS CHARD (LEAF & STEM VEGETABLE) 	1	0	0	0	0	373	0
2011 	UNITED STATES 	24T27 	TURNIP GREENS (LEAF & STEM VEGETABLE) 	2	0	0	0	0	308	0
2011 	UNITED STATES 	24T31 	"LETTUCE, HEAD (E.G. ICEBERG) (LEAF & STEM VEGETABLE) "	12	4	33	0	0	459	7
2011 	UNITED STATES 	24T32 	"LETTUCE, LOOSE LEAF (E.G., ROMAINE) (LEAF & STEM VEGETABLE) "	7	6	86	0	0	281	12
2011 	UNITED STATES 	24T33 	BOK CHOY (LEAF & STEM VEGETABLE) 	1	1	100	0	0	62	1
2011 	UNITED STATES 	24T46 	CORIANDRUM SATIVUM (LEAF & STEM VEGETABLE) 	14	7	50	3	21	447	8
2011 	UNITED STATES 	24T99 	"LEAF & STEM VEGETABLES, N.E.C. "	2	1	50	0	0	408	1
2011 	UNITED STATES 	24W07 	"BRUSSEL SPROUTS, JUICE OR DRINK "	1	0	0	0	0	342	0
2011 	UNITED STATES 	25J01 	CARROT (ROOT & TUBER VEGETABLE) 	20	11	55	0	0	464	11
2011 	UNITED STATES 	25J03 	LEEK (A TYPE OF ONION)  (ROOT & TUBER VEGETABLE) 	2	0	0	0	0	364	0
2011 	UNITED STATES 	25J04 	"SCALLIONS, GREEN ONIONS  (ROOT & TUBER VEGETABLE) "	2	1	50	0	0	308	3
2011 	UNITED STATES 	25J05 	PARSNIP (ROOT & TUBER VEGETABLE) 	2	2	100	0	0	430	1
2011 	UNITED STATES 	25J06 	POTATO (ROOT & TUBER VEGETABLE) 	46	21	46	0	0	459	14
2011 	UNITED STATES 	25J08 	RED BEET (ROOT & TUBER VEGETABLE) 	2	0	0	0	0	430	0
2011 	UNITED STATES 	25J09 	RUTABAGA (ROOT & TUBER VEGETABLE) 	1	1	100	0	0	308	1
2011 	UNITED STATES 	25J12 	"SWEET POTATO, YAMS (ROOT & TUBER VEGETABLE) "	14	6	43	0	0	443	5
2011 	UNITED STATES 	25J13 	SUGAR BEET (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	373	0
2011 	UNITED STATES 	25J14 	TURNIP (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	392	0
2011 	UNITED STATES 	25J15 	WATER CHESTNUT (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	248	0
2011 	UNITED STATES 	25J25 	"ONION BULB (YELLOW, WHITE, RED, ETC.) (ROOT & TUBER VEGETABLE) "	13	1	7.7	1	7.7	406	1
2011 	UNITED STATES 	25J26 	CHINESE RADISH (DAIKON) (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	0	0
2011 	UNITED STATES 	25J27 	WHITE RADISH (ROOT & TUBER VEGETABLE) 	1	0	0	0	0	308	0
2011 	UNITED STATES 	25J99 	"ROOT & TUBER VEGETABLE, N.E.C. "	1	0	0	0	0	392	0
2011 	UNITED STATES 	25M12 	"SWEET POTATO, YAM, JUICE OR DRINK "	1	0	0	0	0	392	0
2011 	UNITED STATES 	25P01 	"MUSHROOM, COMMON (AGARICUS BISPORUS), WHOLE (BUTTON)  (FUNGI) "	1	1	100	0	0	392	1
2011 	UNITED STATES 	25P10 	"FUNGUS, WHITE, WHOLE (BUTTON)  (FUNGI) "	2	2	100	0	0	399	6
2011 	UNITED STATES 	25P99 	"MUSHROOMS AND OTHER FUNGI PRODUCTS, WHOLE (BUTTON), N.E.C. "	4	2	50	0	0	248	2
2011 	UNITED STATES 	25S99 	"FUNGI PRODUCTS NOT MENTIONED ELSEWHERE, N.E.C. "	1	0	0	0	0	248	0
2011 	UNITED STATES 	25Y99 	"VEGETABLE & VEGETABLE PRODUCTS NOT MENTIONED ELSEWHERE, N.E.C. "	16	3	19	0	0	412	6
2011 	UNITED STATES 	26C01 	"COCONUT OIL, REFINED, SINGLE INGREDIENT "	1	0	0	0	0	392	0
2011 	UNITED STATES 	28A28 	"MINT, WHOLE (SPICE) "	2	0	0	0	0	154	0
2011 	UNITED STATES 	28A46 	"STRAWBERRY, WHOLE (SPICE) "	2	0	0	0	0	248	0
2011 	UNITED STATES 	28B54 	"PEPPER, BLACK, GROUND, CRACKED  (SPICE) "	1	0	0	0	0	248	0
2011 	UNITED STATES 	28B59 	PIMIENTA VERDE 	1	1	100	0	0	248	1
2011 	UNITED STATES 	36A01 	BEET SUGAR (SUCROSE) 	1	1	100	0	0	392	2
2011 	UNITED STATES 	37C27 	"BEAN CURD, FRESH   SOFT OR HARD (PACKAGE CONTAINS SEPARATE COMPONENTS, REQUIRE MIX/COOK) "	1	0	0	0	0	0	0
2011 	UNITED STATES 	40B04 	OAT CEREAL (BABY) 	2	0	0	0	0	100	0
2011 	UNITED STATES 	40B05 	RICE CEREAL (BABY) 	2	0	0	0	0	100	0
2011 	UNITED STATES 	40C01 	MILK BASE FORMULA PRODUCT (BABY) 	2	1	50	0	0	1	1
2011 	UNITED STATES 	40Y99 	BABY AND JUNIOR FOOD N.E.C. 	2	2	100	0	0	1	1
2011 	UNITED STATES 	41G99 	"MEDICAL FOODS, N.E.C. "	1	1	100	0	0	1	1
2011 	UNITED STATES 	41Y99 	"DIETARY CONVENTIONAL FOODS, N.E.C. "	1	1	100	0	0	1	1
2011 	UNITED STATES 	54F36 	"BLACK COHOSH (HERBAL & BOTANICALS, NOT TEAS) "	2	0	0	0	0	273	0
2011 	UNITED STATES 	54F48 	"GINKGO BILOBA (HERBAL & BOTANICALS, NOT TEAS) "	1	0	0	0	0	308	0
2011 	URUGUAY 	25P99 	"MUSHROOMS AND OTHER FUNGI PRODUCTS, WHOLE (BUTTON), N.E.C. "	1	1	100	0	0	392	3
2011 	URUGUAY 	36C04 	HONEY 	2	0	0	0	0	436	0
2011 	VANUATU 	54F52 	"KAVA KAVA (HERBAL & BOTANICALS, NOT TEAS) "	3	0	0	0	0	342	0
2011 	VENEZUELA 	16X21 	"SHRIMP AND PRAWNS, AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS "	1	0	0	0	0	248	0
2011 	VIETNAM 	02D03 	"RICE, ENRICHED PROCESSED (PACKAGED) "	1	0	0	0	0	308	0
2011 	VIETNAM 	04C05 	"NOODLES, WHEAT AND SOY "	1	0	0	0	0	392	0
2011 	VIETNAM 	16A15 	EEL 	1	1	100	0	0	117	1
2011 	VIETNAM 	16A99 	"FISH, N.E.C. "	4	0	0	0	0	117	0
2011 	VIETNAM 	16J01 	CRAB 	1	0	0	0	0	308	0
2011 	VIETNAM 	16M14 	"SNAILS, AQUATIC, OTHER AQUATIC SPECIES "	1	0	0	0	0	342	0
2011 	VIETNAM 	16X43 	"NON ICTALURUS FISH, AQUACULTURE, FRESH WATER "	7	0	0	0	0	431	0
2011 	VIETNAM 	16X99 	"AQUACULTURE HARVESTED FISHERY/SEAFOOD PRODUCTS, N.E.C., "	3	0	0	0	0	415	0
2011 	VIETNAM 	20H03 	"KUMQUAT, DRIED OR PASTE "	1	1	100	1	100	392	4
2011 	VIETNAM 	21H14 	"PLUM, DRIED OR PASTE "	1	0	0	0	0	392	0
2011 	VIETNAM 	21R05 	MANGO (SUBTROPICAL AND TROPICAL FRUIT PUREES) 	1	0	0	0	0	342	0
2011 	VIETNAM 	21T10 	"JACKFRUIT, DRIED OR PASTE "	1	0	0	0	0	392	0
2011 	VIETNAM 	21T11 	"KIWI FRUIT, DRIED OR PASTE "	1	0	0	0	0	392	0
2011 	VIETNAM 	21T18 	"LONGAN, DRIED OR PASTE "	1	0	0	0	0	342	0
2011 	VIETNAM 	21V99 	"SUTROPICAL AND TROPICAL FRUIT, JUICE, MILK, CREME, DRINK OR NECTAR, N.E.C. "	1	1	100	1	100	342	5
2011 	VIETNAM 	22H02 	"PERSIMMON, DRIED OR PASTE "	1	0	0	0	0	392	0
2011 	VIETNAM 	23B03 	"CASHEW, SHELLED "	13	0	0	0	0	396	0
2011 	VIETNAM 	23K99 	"EDIBLE SEEDS, N.E.C. "	1	0	0	0	0	342	0
2011 	VIETNAM 	24A60 	"CORN, (VEGETABLE) "	1	0	0	0	0	248	0
2011 	VIETNAM 	24T20 	MUSTARD GREENS (LEAF & STEM VEGETABLE) 	4	3	75	2	50	342	7
2011 	VIETNAM 	24T99 	"LEAF & STEM VEGETABLES, N.E.C. "	1	1	100	1	100	342	2
2011 	VIETNAM 	25J12 	"SWEET POTATO, YAMS (ROOT & TUBER VEGETABLE) "	1	0	0	0	0	263	0
2011 	VIETNAM 	25J23 	"TARO, DASHEEN (ROOT & TUBER VEGETABLE) "	1	0	0	0	0	342	0
2011 	VIETNAM 	28B54 	"PEPPER, BLACK, GROUND, CRACKED  (SPICE) "	1	0	0	0	0	392	0
2011 	VIETNAM 	36C04 	HONEY 	9	2	22	2	22	436	1
2011 	YUGOSLAVIA 	25Q07 	"MUSHROOM, CHANTERELLE, PIECES AND STEMS, SLICED "	1	0	0	0	0	263	0
2011 	YUGOSLAVIA 	25S99 	"FUNGI PRODUCTS NOT MENTIONED ELSEWHERE, N.E.C. "	1	0	0	0	0	122	0
